N1,N2,M1,M2,γ1,γ2,μ1,μ2,a1,a2,u1,u2,κ,βvh,βhv,τ
755440,3945290,7320950,4695340,0.0735,0.0622,0.0397,0.0335,0.15,0.24,0.35,0.3,0.38,0.5,0.1,10
