N1,N2,M1,M2,γ1,γ2,μ1,μ2,a1,a2,u1,u2,κ,βvh,βhv,τ
9377980,4467650,17311900,29888700,0.0627,0.0576,0.032,0.046,0.158,0.159,0.39,0.12,0.37,0.5,0.1,10
