-2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39434e-07, -2.39433e-07, -2.39432e-07, -2.39431e-07, -2.39429e-07, -2.39427e-07, -2.39424e-07, -2.3942e-07, -2.39415e-07, -2.39408e-07, -2.394e-07, -2.39389e-07, -2.39377e-07, -2.39361e-07, -2.39341e-07, -2.39317e-07, -2.39289e-07, -2.39255e-07, -2.39215e-07, -2.39169e-07, -2.39113e-07, -2.39046e-07, -2.38961e-07, -2.38851e-07, -2.38709e-07, -2.38526e-07, -2.38297e-07, -2.38018e-07, -2.37683e-07, -2.37288e-07, -2.36829e-07, -2.36302e-07, -2.357e-07, -2.35015e-07, -2.34223e-07, -2.33301e-07, -2.32244e-07, -2.31063e-07, -2.29774e-07, -2.28394e-07, -2.26935e-07, -2.25408e-07, -2.23823e-07, -2.22189e-07, -2.20515e-07, -2.18806e-07, -2.17068e-07, -2.15306e-07, -2.13521e-07, -2.11715e-07, -2.09891e-07, -2.08049e-07, -2.06192e-07, -2.04321e-07, -2.02437e-07, -2.00544e-07, -1.98644e-07, -1.96738e-07, -1.94828e-07, -1.92917e-07, -1.91004e-07, -1.89092e-07, -1.8718e-07, -1.85271e-07, -1.83367e-07, -1.81468e-07, -1.79575e-07, -1.77689e-07, -1.7581e-07, -1.73936e-07, -1.72067e-07, -1.70202e-07, -1.6834e-07, -1.66483e-07, -1.64367e-07, -2.21084e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39434e-07, -2.39433e-07, -2.39432e-07, -2.39431e-07, -2.39429e-07, -2.39427e-07, -2.39424e-07, -2.3942e-07, -2.39415e-07, -2.39408e-07, -2.394e-07, -2.39389e-07, -2.39377e-07, -2.39361e-07, -2.39341e-07, -2.39317e-07, -2.39289e-07, -2.39255e-07, -2.39215e-07, -2.39169e-07, -2.39113e-07, -2.39046e-07, -2.38961e-07, -2.38851e-07, -2.38709e-07, -2.38526e-07, -2.38297e-07, -2.38018e-07, -2.37683e-07, -2.37288e-07, -2.36829e-07, -2.36302e-07, -2.357e-07, -2.35015e-07, -2.34223e-07, -2.33301e-07, -2.32244e-07, -2.31063e-07, -2.29774e-07, -2.28394e-07, -2.26935e-07, -2.25408e-07, -2.23823e-07, -2.22189e-07, -2.20515e-07, -2.18806e-07, -2.17068e-07, -2.15306e-07, -2.13521e-07, -2.11715e-07, -2.09891e-07, -2.08049e-07, -2.06192e-07, -2.04321e-07, -2.02437e-07, -2.00544e-07, -1.98644e-07, -1.96738e-07, -1.94828e-07, -1.92917e-07, -1.91004e-07, -1.89092e-07, -1.8718e-07, -1.85271e-07, -1.83367e-07, -1.81468e-07, -1.79575e-07, -1.77689e-07, -1.7581e-07, -1.73936e-07, -1.72067e-07, -1.70202e-07, -1.6834e-07, -1.66483e-07, -1.64367e-07, -2.21084e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39434e-07, -2.39433e-07, -2.39432e-07, -2.39431e-07, -2.39429e-07, -2.39427e-07, -2.39424e-07, -2.3942e-07, -2.39415e-07, -2.39408e-07, -2.394e-07, -2.39389e-07, -2.39377e-07, -2.39361e-07, -2.39341e-07, -2.39317e-07, -2.39289e-07, -2.39255e-07, -2.39215e-07, -2.39169e-07, -2.39113e-07, -2.39046e-07, -2.38961e-07, -2.38851e-07, -2.38709e-07, -2.38526e-07, -2.38297e-07, -2.38018e-07, -2.37683e-07, -2.37288e-07, -2.36829e-07, -2.36302e-07, -2.357e-07, -2.35015e-07, -2.34223e-07, -2.33301e-07, -2.32244e-07, -2.31063e-07, -2.29774e-07, -2.28394e-07, -2.26935e-07, -2.25408e-07, -2.23823e-07, -2.22189e-07, -2.20515e-07, -2.18806e-07, -2.17068e-07, -2.15306e-07, -2.13521e-07, -2.11715e-07, -2.09891e-07, -2.08049e-07, -2.06192e-07, -2.04321e-07, -2.02437e-07, -2.00544e-07, -1.98644e-07, -1.96738e-07, -1.94828e-07, -1.92917e-07, -1.91004e-07, -1.89092e-07, -1.8718e-07, -1.85271e-07, -1.83367e-07, -1.81468e-07, -1.79575e-07, -1.77689e-07, -1.7581e-07, -1.73936e-07, -1.72067e-07, -1.70202e-07, -1.6834e-07, -1.66483e-07, -1.64367e-07, -2.21084e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39434e-07, -2.39433e-07, -2.39432e-07, -2.39431e-07, -2.39429e-07, -2.39427e-07, -2.39424e-07, -2.3942e-07, -2.39415e-07, -2.39408e-07, -2.394e-07, -2.39389e-07, -2.39377e-07, -2.39361e-07, -2.39341e-07, -2.39317e-07, -2.39289e-07, -2.39255e-07, -2.39215e-07, -2.39169e-07, -2.39113e-07, -2.39046e-07, -2.38961e-07, -2.38851e-07, -2.38709e-07, -2.38526e-07, -2.38297e-07, -2.38018e-07, -2.37683e-07, -2.37288e-07, -2.36829e-07, -2.36302e-07, -2.357e-07, -2.35015e-07, -2.34223e-07, -2.33301e-07, -2.32244e-07, -2.31063e-07, -2.29774e-07, -2.28394e-07, -2.26935e-07, -2.25408e-07, -2.23823e-07, -2.22189e-07, -2.20515e-07, -2.18806e-07, -2.17068e-07, -2.15306e-07, -2.13521e-07, -2.11715e-07, -2.09891e-07, -2.08049e-07, -2.06192e-07, -2.04321e-07, -2.02437e-07, -2.00544e-07, -1.98644e-07, -1.96738e-07, -1.94828e-07, -1.92917e-07, -1.91004e-07, -1.89092e-07, -1.8718e-07, -1.85271e-07, -1.83367e-07, -1.81468e-07, -1.79575e-07, -1.77689e-07, -1.7581e-07, -1.73936e-07, -1.72067e-07, -1.70202e-07, -1.6834e-07, -1.66483e-07, -1.64367e-07, -2.21084e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39436e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39435e-07, -2.39434e-07, -2.39434e-07, -2.39433e-07, -2.39432e-07, -2.39431e-07, -2.39429e-07, -2.39427e-07, -2.39425e-07, -2.39421e-07, -2.39416e-07, -2.3941e-07, -2.39403e-07, -2.39392e-07, -2.39379e-07, -2.39362e-07, -2.3934e-07, -2.39312e-07, -2.39277e-07, -2.39233e-07, -2.39177e-07, -2.39107e-07, -2.39023e-07, -2.3892e-07, -2.38798e-07, -2.38651e-07, -2.38473e-07, -2.38256e-07, -2.37989e-07, -2.37665e-07, -2.37274e-07, -2.36811e-07, -2.36272e-07, -2.35653e-07, -2.34953e-07, -2.3417e-07, -2.33302e-07, -2.32349e-07, -2.31308e-07, -2.30174e-07, -2.28943e-07, -2.27612e-07, -2.26185e-07, -2.24669e-07, -2.23076e-07, -2.21423e-07, -2.19725e-07, -2.17989e-07, -2.16221e-07, -2.14425e-07, -2.12607e-07, -2.10771e-07, -2.0892e-07, -2.07062e-07, -2.05198e-07, -2.03335e-07, -2.01471e-07, -1.99608e-07, -1.97743e-07, -1.95877e-07, -1.94009e-07, -1.92138e-07, -1.90266e-07, -1.88392e-07, -1.86517e-07, -1.84644e-07, -1.82772e-07, -1.80902e-07, -1.79037e-07, -1.77175e-07, -1.75318e-07, -1.73465e-07, -1.71618e-07, -1.69777e-07, -1.67943e-07, -1.66117e-07, -1.64299e-07, -1.62488e-07, -1.60685e-07, -1.58887e-07, -1.57094e-07, -1.55306e-07, -1.53521e-07, -1.51741e-07, -1.49964e-07, -1.48193e-07, -1.46201e-07, -1.97393e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39434e-07, -2.39433e-07, -2.39433e-07, -2.39433e-07, -2.39433e-07, -2.39433e-07, -2.39432e-07, -2.39432e-07, -2.3943e-07, -2.39429e-07, -2.39427e-07, -2.39424e-07, -2.3942e-07, -2.39415e-07, -2.39408e-07, -2.39399e-07, -2.39389e-07, -2.39375e-07, -2.39358e-07, -2.39338e-07, -2.39311e-07, -2.39276e-07, -2.3923e-07, -2.3917e-07, -2.39094e-07, -2.38999e-07, -2.38883e-07, -2.3874e-07, -2.38562e-07, -2.38334e-07, -2.38042e-07, -2.37678e-07, -2.37236e-07, -2.36715e-07, -2.36113e-07, -2.3543e-07, -2.34666e-07, -2.33818e-07, -2.32886e-07, -2.31863e-07, -2.30743e-07, -2.29522e-07, -2.28203e-07, -2.26798e-07, -2.25318e-07, -2.23772e-07, -2.22166e-07, -2.20504e-07, -2.18791e-07, -2.17037e-07, -2.15249e-07, -2.13436e-07, -2.11605e-07, -2.09762e-07, -2.07912e-07, -2.06057e-07, -2.042e-07, -2.02341e-07, -2.0048e-07, -1.98617e-07, -1.96754e-07, -1.94893e-07, -1.93035e-07, -1.91183e-07, -1.89337e-07, -1.87499e-07, -1.85669e-07, -1.83845e-07, -1.82028e-07, -1.80214e-07, -1.78403e-07, -1.76596e-07, -1.74793e-07, -1.72993e-07, -1.71197e-07, -1.69406e-07, -1.67621e-07, -1.65841e-07, -1.64066e-07, -1.62297e-07, -1.60533e-07, -1.58773e-07, -1.57019e-07, -1.55271e-07, -1.53529e-07, -1.51794e-07, -1.50066e-07, -1.48345e-07, -1.46628e-07, -1.44916e-07, -1.43208e-07, -1.41503e-07, -1.39802e-07, -1.38104e-07, -1.3641e-07, -1.3472e-07, -1.33035e-07, -1.31354e-07, -1.29492e-07, -1.75344e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39426e-07, -2.39426e-07, -2.39426e-07, -2.39426e-07, -2.39426e-07, -2.39426e-07, -2.39425e-07, -2.39425e-07, -2.39425e-07, -2.39424e-07, -2.39422e-07, -2.3942e-07, -2.39416e-07, -2.3941e-07, -2.39401e-07, -2.39389e-07, -2.39371e-07, -2.39347e-07, -2.39316e-07, -2.39278e-07, -2.3923e-07, -2.39174e-07, -2.39108e-07, -2.3903e-07, -2.38937e-07, -2.38825e-07, -2.38687e-07, -2.38509e-07, -2.3826e-07, -2.37914e-07, -2.37459e-07, -2.36898e-07, -2.36234e-07, -2.35474e-07, -2.34618e-07, -2.33659e-07, -2.32589e-07, -2.31404e-07, -2.30117e-07, -2.28742e-07, -2.27294e-07, -2.25784e-07, -2.2422e-07, -2.22607e-07, -2.2095e-07, -2.19255e-07, -2.1753e-07, -2.15781e-07, -2.14014e-07, -2.12236e-07, -2.10448e-07, -2.08654e-07, -2.06853e-07, -2.05042e-07, -2.03223e-07, -2.01395e-07, -1.99564e-07, -1.9773e-07, -1.95897e-07, -1.94067e-07, -1.92242e-07, -1.90422e-07, -1.88609e-07, -1.86801e-07, -1.85e-07, -1.83206e-07, -1.8142e-07, -1.79642e-07, -1.77874e-07, -1.76117e-07, -1.7437e-07, -1.72634e-07, -1.70906e-07, -1.69184e-07, -1.67467e-07, -1.65754e-07, -1.64044e-07, -1.62336e-07, -1.60633e-07, -1.58933e-07, -1.57238e-07, -1.55548e-07, -1.53862e-07, -1.5218e-07, -1.50503e-07, -1.48829e-07, -1.47159e-07, -1.45492e-07, -1.43828e-07, -1.42168e-07, -1.40512e-07, -1.38861e-07, -1.37215e-07, -1.35573e-07, -1.33935e-07, -1.32299e-07, -1.30666e-07, -1.29036e-07, -1.27409e-07, -1.25785e-07, -1.24165e-07, -1.22548e-07, -1.20935e-07, -1.19325e-07, -1.17718e-07, -1.16114e-07, -1.14367e-07, -1.5514e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39392e-07, -2.39392e-07, -2.39392e-07, -2.39392e-07, -2.39391e-07, -2.3939e-07, -2.39387e-07, -2.39381e-07, -2.39368e-07, -2.39345e-07, -2.39307e-07, -2.39252e-07, -2.3918e-07, -2.3908e-07, -2.38938e-07, -2.38743e-07, -2.385e-07, -2.38214e-07, -2.37891e-07, -2.3753e-07, -2.37132e-07, -2.3669e-07, -2.36196e-07, -2.35647e-07, -2.35009e-07, -2.34233e-07, -2.3328e-07, -2.32025e-07, -2.3048e-07, -2.28791e-07, -2.27018e-07, -2.25235e-07, -2.2345e-07, -2.21657e-07, -2.19858e-07, -2.18065e-07, -2.16287e-07, -2.14524e-07, -2.12769e-07, -2.11016e-07, -2.09261e-07, -2.07503e-07, -2.05743e-07, -2.03981e-07, -2.02218e-07, -2.00454e-07, -1.98692e-07, -1.96931e-07, -1.95173e-07, -1.93417e-07, -1.91665e-07, -1.89915e-07, -1.88168e-07, -1.86425e-07, -1.84687e-07, -1.82957e-07, -1.81236e-07, -1.79524e-07, -1.77821e-07, -1.76125e-07, -1.74437e-07, -1.72754e-07, -1.71077e-07, -1.69405e-07, -1.67738e-07, -1.66075e-07, -1.64419e-07, -1.62769e-07, -1.61125e-07, -1.59488e-07, -1.57854e-07, -1.56223e-07, -1.54593e-07, -1.52964e-07, -1.51338e-07, -1.49715e-07, -1.48096e-07, -1.4648e-07, -1.44867e-07, -1.43259e-07, -1.41653e-07, -1.4005e-07, -1.38449e-07, -1.36851e-07, -1.35256e-07, -1.33663e-07, -1.32074e-07, -1.30486e-07, -1.28901e-07, -1.27318e-07, -1.25737e-07, -1.24157e-07, -1.22579e-07, -1.21003e-07, -1.19429e-07, -1.17858e-07, -1.16289e-07, -1.14721e-07, -1.13155e-07, -1.11591e-07, -1.10027e-07, -1.08465e-07, -1.06903e-07, -1.05344e-07, -1.03785e-07, -1.02228e-07, -1.00569e-07, -1.36487e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.39207e-07, -2.39207e-07, -2.39207e-07, -2.39207e-07, -2.39192e-07, -2.39133e-07, -2.39004e-07, -2.38792e-07, -2.38422e-07, -2.37798e-07, -2.37022e-07, -2.36119e-07, -2.35113e-07, -2.34029e-07, -2.32889e-07, -2.31764e-07, -2.307e-07, -2.29687e-07, -2.28692e-07, -2.2768e-07, -2.26623e-07, -2.25502e-07, -2.24301e-07, -2.22976e-07, -2.21333e-07, -2.19139e-07, -2.16847e-07, -2.14648e-07, -2.1257e-07, -2.1061e-07, -2.08741e-07, -2.06931e-07, -2.05154e-07, -2.03401e-07, -2.01666e-07, -1.99946e-07, -1.9824e-07, -1.96546e-07, -1.94862e-07, -1.93187e-07, -1.9152e-07, -1.89861e-07, -1.88208e-07, -1.86561e-07, -1.8492e-07, -1.83286e-07, -1.81657e-07, -1.80034e-07, -1.78416e-07, -1.76803e-07, -1.75193e-07, -1.73586e-07, -1.71982e-07, -1.7038e-07, -1.68781e-07, -1.67184e-07, -1.65589e-07, -1.63996e-07, -1.62406e-07, -1.60817e-07, -1.5923e-07, -1.57645e-07, -1.5606e-07, -1.54477e-07, -1.52895e-07, -1.51314e-07, -1.49734e-07, -1.48156e-07, -1.4658e-07, -1.45007e-07, -1.43437e-07, -1.41871e-07, -1.40307e-07, -1.38746e-07, -1.37187e-07, -1.3563e-07, -1.34075e-07, -1.32523e-07, -1.30971e-07, -1.29422e-07, -1.27874e-07, -1.26328e-07, -1.24783e-07, -1.2324e-07, -1.21697e-07, -1.20155e-07, -1.18613e-07, -1.17073e-07, -1.15533e-07, -1.13994e-07, -1.12456e-07, -1.10918e-07, -1.09381e-07, -1.07843e-07, -1.06307e-07, -1.0477e-07, -1.03235e-07, -1.017e-07, -1.00165e-07, -9.86317e-08, -9.70989e-08, -9.55669e-08, -9.40358e-08, -9.25055e-08, -9.0976e-08, -8.94495e-08, -8.78682e-08, -1.19147e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
-2.35826e-07, -2.35826e-07, -2.35826e-07, -2.35826e-07, -2.34492e-07, -2.32975e-07, -2.31316e-07, -2.29527e-07, -2.27659e-07, -2.25755e-07, -2.24175e-07, -2.22597e-07, -2.21019e-07, -2.19443e-07, -2.17867e-07, -2.16291e-07, -2.14717e-07, -2.13143e-07, -2.11571e-07, -2.09999e-07, -2.08427e-07, -2.06857e-07, -2.05287e-07, -2.03719e-07, -2.0215e-07, -2.00583e-07, -1.99017e-07, -1.97451e-07, -1.95886e-07, -1.94322e-07, -1.92759e-07, -1.91196e-07, -1.89635e-07, -1.88074e-07, -1.86513e-07, -1.84954e-07, -1.83395e-07, -1.81838e-07, -1.80281e-07, -1.78724e-07, -1.77169e-07, -1.75614e-07, -1.7406e-07, -1.72507e-07, -1.70955e-07, -1.69403e-07, -1.67853e-07, -1.66303e-07, -1.64753e-07, -1.63205e-07, -1.61657e-07, -1.6011e-07, -1.58564e-07, -1.57019e-07, -1.55474e-07, -1.53931e-07, -1.52388e-07, -1.50845e-07, -1.49304e-07, -1.47763e-07, -1.46223e-07, -1.44684e-07, -1.43146e-07, -1.41608e-07, -1.40072e-07, -1.38535e-07, -1.37e-07, -1.35466e-07, -1.33932e-07, -1.32399e-07, -1.30867e-07, -1.29335e-07, -1.27805e-07, -1.26275e-07, -1.24746e-07, -1.23217e-07, -1.2169e-07, -1.20163e-07, -1.18637e-07, -1.17111e-07, -1.15587e-07, -1.14063e-07, -1.1254e-07, -1.11018e-07, -1.09496e-07, -1.07976e-07, -1.06456e-07, -1.04936e-07, -1.03418e-07, -1.019e-07, -1.00383e-07, -9.88671e-08, -9.73517e-08, -9.5837e-08, -9.43231e-08, -9.281e-08, -9.12976e-08, -8.97859e-08, -8.8275e-08, -8.67649e-08, -8.52555e-08, -8.37468e-08, -8.22389e-08, -8.07319e-08, -7.92254e-08, -7.77211e-08, -7.62107e-08, -1.03072e-07, 0, 0.0010101, 0.0020202, 0.0030303, 0.0040404, 0.00505051, 0.00606061, 0.00606061, 0.00606061, 0.00606061, 
