"p11","p12","I1","I2"
0.9299999999999999,0.54,0.02715215199777047,0.0708404215166953
0.9299999999999999,0.53,0.027255552403600496,0.07105724522316133
0.9299999999999999,0.52,0.02735077922218804,0.0712290344585101
0.9299999999999999,0.51,0.02743780809331423,0.07135496451041645
0.9299999999999999,0.5,0.02751656868898286,0.07143410328485712
0.92,1.,0.004274053391861821,0.007142977418575674
0.92,0.99,0.005505070515297776,0.009753862439812489
0.92,0.98,0.006695624992615441,0.012330557917113969
0.92,0.97,0.007831953081329992,0.014843505242812851
0.92,0.96,0.008911644975399684,0.017282681618681427
0.92,0.95,0.009935673869124792,0.019644867602526258
0.92,0.94,0.010906186267177062,0.021929654654263477
0.92,0.9299999999999999,0.011825735672898564,0.024137918579780034
0.92,0.92,0.012696976579954004,0.026271151124605253
0.92,0.91,0.013522531344039282,0.028331137351311094
0.92,0.9,0.014304930053722766,0.030319788351884085
0.92,0.89,0.015046583977263758,0.032239049845315754
0.92,0.88,0.015749775427727684,0.03409085038882911
0.92,0.87,0.016416655983190673,0.03587707139698214
0.92,0.86,0.017049249034753612,0.03759952968982262
0.92,0.85,0.01764945455183946,0.03925996748700605
0.92,0.84,0.0182190549171759,0.04086004694284973
0.92,0.83,0.01875972119082461,0.042401347500878796
0.92,0.8200000000000001,0.01927301944015276,0.0438853650155488
0.92,0.81,0.019760416929513528,0.04531351198032569
0.92,0.8,0.020223288054390234,0.04668711843742228
0.92,0.79,0.020662919958525972,0.0480074332906666
0.92,0.78,0.021080517804733086,0.049275625835639617
0.92,0.77,0.02147720968937729,0.05049278738112594
0.92,0.76,0.021854051202011053,0.051659932875324485
0.92,0.75,0.022212029638284024,0.05277800247658129
0.92,0.74,0.022552067877861442,0.05384786302612858
0.92,0.73,0.022875027940768667,0.05487030939237257
0.92,0.72,0.023181714236028935,0.055846065664476204
0.92,0.71,0.02347287651610974,0.05677578617852792
0.92,0.7,0.023749212549829285,0.057660056363301966
0.92,0.69,0.02401137052515997,0.058499393394989385
0.92,0.6799999999999999,0.024259951191929856,0.05929424665172582
0.92,0.6699999999999999,0.02449550975281647,0.06004499795946344
0.92,0.6599999999999999,0.024718557509299917,0.06075196162093487
0.92,0.6499999999999999,0.024929563267411168,0.061415384219247394
0.92,0.64,0.025128954506175742,0.06203544418710082
0.92,0.63,0.025317118309612287,0.06261225113181285
0.92,0.62,0.02549440206098099,0.06314584490529235
0.92,0.61,0.02566111389566727,0.06363619440685575
0.92,0.6,0.025817522906600648,0.06408319610534594
0.92,0.59,0.025963859093415736,0.0644866722654119
0.92,0.5800000000000001,0.026100313043612773,0.06484636886103379
0.92,0.5700000000000001,0.02622703533072493,0.065161953157452
0.92,0.56,0.02634413561088386,0.06543301094057598
0.92,0.55,0.026451681395134857,0.06565904337074023
0.92,0.54,0.026549696470294162,0.06583946343532171
0.92,0.53,0.02663815893598754,0.06597359197229613
0.92,0.52,0.026716998819644008,0.06606065323430504
0.92,0.51,0.026786095224515916,0.06609976996027792
0.92,0.5,0.026845272958124323,0.06608995791921315
0.91,1.,0.0035771747040942957,0.0052929859934685705
0.91,0.99,0.004750954471526467,0.007629643996976577
0.91,0.98,0.005929088543564349,0.010040528411106175
0.91,0.97,0.007068343802103737,0.012438717323870462
0.91,0.96,0.008157072226518857,0.014790721195121233
0.91,0.95,0.009192667131050582,0.017082016347100853
0.91,0.94,0.010175685250254762,0.019306101534794513
0.91,0.9299999999999999,0.011107907456835665,0.021460289586880277
0.91,0.92,0.011991590322133625,0.023543855702870563
0.91,0.91,0.012829144622152044,0.02555713750946218
0.91,0.9,0.013622987237809197,0.027501063215711986
0.91,0.89,0.014375470421339924,0.02937688918794154
0.91,0.88,0.015088848145604487,0.0311860470882054
0.91,0.87,0.01576526120576447,0.03293005156256199
0.91,0.86,0.016406732164914964,0.034610442941668734
0.91,0.85,0.017015165575977063,0.036228750963883165
0.91,0.84,0.01759235103374926,0.037786471522685716
0.91,0.83,0.018139967701083667,0.039285051694514524
0.91,0.8200000000000001,0.018659589537464077,0.0407258801420145
0.91,0.81,0.0191526907829035,0.04211028106338877
0.91,0.8,0.019620651435994386,0.043439510507315066
0.91,0.79,0.020064762574044714,0.044714754274810566
0.91,0.78,0.020486231428545672,0.04593712688456578
0.91,0.77,0.020886186168813003,0.047107671243642714
0.91,0.76,0.021265680370841592,0.0482273587747537
0.91,0.75,0.021625697163150985,0.049297089824787275
0.91,0.74,0.021967153050251865,0.050317694229355794
0.91,0.73,0.022290901419479987,0.0512899319427448
0.91,0.72,0.022597735739669177,0.05221449366681064
0.91,0.71,0.022888392461299013,0.0530920014293664
0.91,0.7,0.02316355362789983,0.05392300907463268
0.91,0.69,0.023423849207958557,0.05470800263684861
0.91,0.6799999999999999,0.023669859155567796,0.05544740057415879
0.91,0.6699999999999999,0.023902115206742628,0.056141553844119535
0.91,0.6599999999999999,0.02412110241676424,0.056790745805046075
0.91,0.6499999999999999,0.02432726044216908,0.057395191929345064
0.91,0.64,0.024520984569101508,0.057955039316160986
0.91,0.63,0.02470262648769263,0.05847036599127896
0.91,0.62,0.024872494809929712,0.05894117998243913
0.91,0.61,0.025030855326112003,0.05936741815809442
0.91,0.6,0.025177930992429536,0.0597489448172637
0.91,0.59,0.025313901639434987,0.06008555001759142
0.91,0.5800000000000001,0.025438903388149893,0.060376947628028095
0.91,0.5700000000000001,0.02555302775722998,0.06062277309178936
0.91,0.56,0.025656320440947667,0.0608225808844555
0.91,0.55,0.02574877973368892,0.06097584165132822
0.91,0.54,0.025830354572123827,0.061081939007495395
0.91,0.53,0.025900942161145944,0.061140165983608684
0.91,0.52,0.025960385143983737,0.061149721100220066
0.91,0.51,0.0260084682704871,0.06110970405381549
0.91,0.5,0.026044914510389913,0.06101911099863066
0.9,1.,0.00299503327309347,0.003974235118072822
0.9,0.99,0.004030248046317212,0.0059179172226975565
0.9,0.98,0.005162150392829115,0.008092703761635452
0.9,0.97,0.006287621496039072,0.010330636930764827
