"p11","p22","x1","x2","y1","y2"
1.,1.,0.,0.38700741659680693,0.,0.11334199692690741
1.,0.99,0.003110038495715506,0.3870386311267905,0.002168903927994934,0.11335010245970284
1.,0.98,0.006002617154219292,0.38712821523379937,0.004218241838250899,0.1133733640186813
1.,0.97,0.00870374236680821,0.38727072137997337,0.006162022120098141,0.11341036494229344
1.,0.96,0.011234983930467957,0.38746140993674094,0.008011892203374508,0.11345987131300382
1.,0.95,0.01361444430614922,0.3876961224824821,0.00977765027653729,0.1135207995617334
1.,0.94,0.015857472678816487,0.3879711783215051,0.01146762289519392,0.1135921897361773
1.,0.9299999999999999,0.017977202217430932,0.38828329684466634,0.013088949563878616,0.1136731855239368
1.,0.92,0.019984960870747137,0.38862953634149006,0.014647800698184853,0.11376301850037994
1.,0.91,0.021890590092856488,0.38900724463163944,0.016149547020730518,0.11386099539689724
1.,0.9,0.023702695457647083,0.38941401894778793,0.017598892982636435,0.11396648774480048
1.,0.89,0.0254288462105815,0.3898476738173958,0.01899998318937855,0.11407892360463556
1.,0.88,0.02707573566675986,0.3903062137286613,0.020356488088101383,0.11419778049735801
1.,0.87,0.02864931156797318,0.39078781077374547,0.02167167373229157,0.11432257963516172
1.,0.86,0.030154882841340547,0.3912907853965526,0.02294845901301232,0.11445288093628193
1.,0.85,0.03159720785918724,0.39181359041878383,0.02418946306091711,0.11458827889825766
1.,0.84,0.03298056783225067,0.3923547969598155,0.02539704472798133,0.11472839894403379
1.,0.83,0.03430882836854693,0.3929130826240199,0.026573335765283066,0.11487289436426036
1.,0.8200000000000001,0.03558549136672862,0.39348722111292933,0.027720268838782425,0.11502144362131154
1.,0.81,0.03681373903250579,0.3940760731299589,0.02883960133326461,0.11517374798551534
1.,0.8,0.037996471435011336,0.3946785784733975,0.029932935699009882,0.11532952948041261
1.,0.79,0.039136338701311224,0.39529374904792464,0.03100173692338273,0.11548852906427663
1.,0.78,0.04023576874839191,0.3959206626754989,0.032047347606322885,0.11565050501795768
1.,0.77,0.04129699127565961,0.39655845757953007,0.03307100102470658,0.1158152315062481
1.,0.76,0.0423220586144476,0.39720632748228635,0.03407383250464665,0.11598249729851061
1.,0.75,0.043312863911639854,0.39786351719741647,0.03505688935565925,0.11615210461687324
1.,0.74,0.04427115705574414,0.3985293187038098,0.036021139586443505,0.11632386811021368
1.,0.73,0.04519855865899891,0.39920306755114215,0.03696747956768537,0.1164976139122897
1.,0.72,0.046096572392958335,0.399884139671101,0.03789674080460852,0.11667317880711657
1.,0.71,0.046966595884825324,0.4005719484257106,0.03880969592697317,0.11685040945392675
1.,0.7,0.04780993038922737,0.4012659419727515,0.039707064015157105,0.11702916169610851
1.,0.69,0.04862778938725798,0.4019656008523075,0.04058951534218111,0.11720929992720815
1.,0.6799999999999999,0.04942130625007135,0.4026704357606758,0.041457675605260626,0.1173906965050364
1.,0.6699999999999999,0.05019154109308338,0.40337998553147947,0.04231212971621144,0.11757323122036496
1.,0.6599999999999999,0.050939486920874744,0.40409381529872984,0.0431534252047177,0.11775679081349676
