"t","x1","x2"
0,0.0572,0.048
1,0.06385820259844514,0.05783764488863376
2,0.06960471274581465,0.06630231230824843
3,0.07455305627731759,0.07358601851066988
4,0.07880202133817353,0.07985242368115833
5,0.08243776995590352,0.08524145300601647
6,0.08553554336478005,0.08987293139961698
7,0.08816111864482051,0.09384962802389511
8,0.09037214106144761,0.09725994656254817
9,0.09221913216878957,0.10017995107265244
10,0.09374644601672562,0.1026752098994839
11,0.09499306016768416,0.10480231859621257
12,0.09599325734938814,0.10661017543192022
13,0.09677721168663643,0.10814105862916076
14,0.09737150047804807,0.1094315528588519
15,0.0977995557164771,0.11051335077436368
16,0.09808202320511919,0.1114138881592886
17,0.0982371444791892,0.11215698454121469
18,0.09828094780430847,0.11276320039579893
19,0.09822771188846911,0.11325055704736771
20,0.09808993620552806,0.11363453897147936
21,0.09787868545424981,0.11392862806422652
22,0.0976037974855177,0.11414461711088619
23,0.09727387503116669,0.11429263320863915
24,0.09689656743914139,0.11438154337894041
25,0.09647864939183091,0.11441907485802184
26,0.09602605196339307,0.11441187988021173
27,0.09554406101674967,0.11436580481207141
28,0.09503731003163299,0.11428589165356251
29,0.09450990801932804,0.11417655512366616
30,0.09396548060743354,0.11404163615604662
31,0.09340720137035488,0.11388445498266515
32,0.09283790364614383,0.11370794345721036
33,0.09226003273577801,0.11351460329035291
34,0.09167579229937377,0.11330667144641432
35,0.09108706255724704,0.11308604030002861
36,0.09049554533550219,0.1128544150143207
37,0.08990268234033166,0.11261323332007485
38,0.08930977471245286,0.11236379183691084
39,0.0887179236817121,0.11210718943654478
40,0.08812811247907128,0.11184441134501932
41,0.0875411759612889,0.11157630140711172
42,0.08695784668790321,0.11130360865879488
43,0.08637874995207194,0.11102698343157757
44,0.08580442172221883,0.11074699636906031
45,0.08523532203901807,0.11046415071471286
46,0.08467183357799063,0.11017888282982162
47,0.08411428556168721,0.10989158317595199
48,0.08356294181829295,0.10960258730028065
49,0.08301802795999437,0.10931219891571721
50,0.08247971621311467,0.1090206780364289
51,0.08194815024396239,0.10872826149703906
52,0.081423432058209,0.1084351526259778
53,0.08090564246522243,0.10814153799989341
54,0.0803948247855718,0.10784757414712925
55,0.07989101262524181,0.10755340987434156
56,0.07939421058748758,0.10725917143247406
57,0.0789044090035567,0.1069649736105306
58,0.07842158563574704,0.10667092107948647
59,0.07794569875793195,0.1063771028589031
60,0.07747670265292968,0.10608360467276348
61,0.0770145355517625,0.10579049858792541
62,0.07655913009681284,0.1054978518101445
63,0.076110412362866,0.10520572582727596
64,0.0756682997252269,0.10491417397560407
65,0.07523270784538516,0.1046232478694363
66,0.07480354525562906,0.10433299173417598
67,0.07438071856696699,0.10404344730687667
68,0.07396413147340068,0.10375465295312274
69,0.07355368451539604,0.10346664212266912
70,0.0731492781664877,0.10317944779703309
71,0.07275081114286386,0.10289309941948388
72,0.07235817990872026,0.10260762245823112
73,0.07197128124568992,0.10232304222529165
74,0.0715900132183234,0.1020393819236459
75,0.07121427255761996,0.1017566619474676
76,0.07084395661779824,0.1014749025424419
77,0.07047896456496605,0.10119412178403157
78,0.07011919512920833,0.10091433613672926
79,0.06976454808633442,0.10063556177207629
80,0.06941492520428229,0.10035781265823822
81,0.0690702282860273,0.10008110199023236
82,0.06873036080023918,0.09980544258091736
83,0.0683952284336228,0.09953084547616882
84,0.06806473704733033,0.09925732136141284
85,0.06773879465503987,0.09898488029334578
86,0.06741731137185857,0.09871353099830273
87,0.06710019759400399,0.09844328204428607
88,0.06678736632502384,0.09817414116030482
89,0.06647873231990259,0.0979061151537421
90,0.0661742114265943,0.09763921053365551
91,0.06587372239970515,0.09737343295481672
92,0.06557718327213283,0.09710878812190957
93,0.06528451388926501,0.09684528121709779
94,0.06499563970194618,0.09658291581944893
95,0.06471048325220541,0.09632169633991827
96,0.06442896839660125,0.09606162681746956
97,0.06415102588405852,0.09580270933700545
98,0.06387658344097293,0.09554494684034862
99,0.06360556936973191,0.0952883421493994
100,0.06333791895614682,0.09503289637878051
101,0.06307356501691808,0.09477861124675237
102,0.06281243973954413,0.09452548863992952
103,0.06255447940314043,0.0942735296026243
104,0.06229962464474766,0.09402273411567849
105,0.06204781630611769,0.0937731020920096
106,0.06179899522900236,0.09352463344453515
107,0.061553102229114295,0.09327732809418168
108,0.06131007768975962,0.0930311862610709
109,0.061069867593956446,0.09278620696337317
110,0.060832420116247315,0.09254238864541732
111,0.060597683431174776,0.0922997297515322
112,0.06036560571328136,0.09205822872604666
113,0.060136134758040694,0.09181788426756615
114,0.05990922117431572,0.09157869486357267
115,0.05968481875780637,0.09134065818827868
116,0.059462881349563165,0.09110377190067315
117,0.05924336279063665,0.09086803365974513
118,0.05902621687549626,0.0906334411381528
119,0.058811399232371005,0.09039999173301302
120,0.058598868719196215,0.09016768228199994
121,0.05838858442786936,0.08993650957940512
122,0.058180505450287905,0.0897064704195202
123,0.057974590861981076,0.08947756160154367
124,0.057770800481145086,0.08924977987698128
125,0.057569097360003776,0.08902312148088609
126,0.05736944520054358,0.08879758252303341
127,0.05717180770475093,0.08857315911319852
128,0.05697614857461227,0.08834984736115672
129,0.05678243148260427,0.08812764344595278
130,0.056590623076173116,0.08790654327599999
131,0.056400691874781035,0.08768654248875236
132,0.056212606402347945,0.08746763672081563
133,0.05602633518279379,0.08724982160879553
134,0.055841846740038496,0.08703309278929779
135,0.05565910959800201,0.08681744589892815
136,0.055478093325765684,0.08660287638213962
137,0.055298770440314386,0.08638937943519231
138,0.05512111381658327,0.08617695034985606
139,0.05494509632910422,0.08596558441805321
140,0.054770690852409105,0.08575527693170606
141,0.05459787026102981,0.08554602318273694
142,0.05442660742954138,0.08533781846305309
143,0.054256876458831226,0.08513065778584646
144,0.05408865395601205,0.08492453587581374
145,0.05392191658476837,0.0847194475817704
146,0.05375664100878473,0.08451538775253194
147,0.053592803891745644,0.08431235123691384
148,0.05343038189733564,0.08411033288373161
149,0.05326935169027378,0.08390932754176653
150,0.053109691030868905,0.08370933002135904
151,0.05295137989950883,0.08351033505140638
152,0.05279439841502939,0.08331233735441033
153,0.05263872669626643,0.08311533165287269
154,0.05248434486205577,0.0829193126692952
155,0.05233123303123324,0.08272427512617965
156,0.05217937132423668,0.08253021374577228
157,0.05202874066568085,0.08233712323052782
158,0.05187932384750176,0.08214499834860456
159,0.05173110390064385,0.08195383390556488
160,0.05158406385605155,0.08176362470697107
161,0.051438186744669274,0.08157436555838549
162,0.05129345559744147,0.08138605126537045
163,0.051149853446211174,0.0811986766312203
164,0.051007363788256974,0.08101223626074451
165,0.05086597134260788,0.08082672470121657
166,0.050725661026124254,0.08064213657672988
167,0.050586417755666455,0.08045846651137788
168,0.050448226448094866,0.08027570912925398
169,0.05031107202026985,0.08009385905445163
170,0.05017493940625809,0.079912910909131
171,0.05003981464527203,0.07973285918365594
172,0.049905684501528366,0.07955369826504788
173,0.04977253552672817,0.07937542256039778
174,0.049640354568737485,0.07919802688186123
175,0.049509129334335565,0.07902150661008366
176,0.04937884766333153,0.07884585700404716
177,0.04924949723888226,0.07867107308715307
178,0.04912106572273319,0.0784971493890163
179,0.04899354115616294,0.07832408064606128
180,0.048866911650941966,0.07815186162240463
181,0.04874116581948616,0.07798048713180852
182,0.04861629248258778,0.07780995192823141
183,0.0484922804778983,0.07764025078637832
184,0.048369119027310954,0.07747137872843436
185,0.04824679770400881,0.07730333080614821
186,0.0481253061062438,0.07713610204726369
187,0.048004634118629305,0.07696968738666445
188,0.04788477174467988,0.07680408181967169
189,0.04776570895551596,0.07663928037355117
190,0.047647435823696904,0.07647527807856
191,0.04752994334600403,0.07631206999221042
192,0.047413222194713486,0.07614965116244507
193,0.04729726288400769,0.07598801663254441
194,0.047182056130048694,0.07582716148018048
195,0.047067593755901395,0.07566708097150013
196,0.046953867062609275,0.07550777028376446
197,0.0468408672245915,0.07534922457267396
198,0.04672858568785202,0.07519143904013045
199,0.046617014830182664,0.07503440904654929
200,0.046506146486507575,0.07487812985999447
201,0.0463959724254645,0.07472259673725351
202,0.04628648472678935,0.07456780498655664
203,0.04617767617480224,0.07441375003264306
204,0.04606953912317873,0.07426042722904122
205,0.04596206598220347,0.07410783194231729
206,0.04585524977327411,0.07395595966781014
207,0.04574908331290863,0.07380480585768671
208,0.04564355934543373,0.07365436594905378
209,0.045538671132467165,0.07350463549528882
210,0.045434411985986196,0.0733556100610886
211,0.045330775035001714,0.07320728517002474
212,0.04522775368838567,0.07305965641230217
213,0.04512534172066379,0.07291271946518582
214,0.04502353263153173,0.0727664699405052
215,0.044922319889622246,0.07262090344771407
216,0.04482169720794829,0.0724760156777022
217,0.04472165883155692,0.07233180243857437
218,0.04462219903978758,0.07218825954471708
219,0.04452331211197974,0.07204538281051683
220,0.04442499232747286,0.0719031680503601
221,0.04432723396560639,0.07176161107863337
222,0.04423003130571979,0.07162070770972315
223,0.04413337862715253,0.07148045375801593
224,0.04403727013419429,0.07134084503830569
225,0.04394170028136242,0.07120187748747939
226,0.043846664160289414,0.07106354717071149
227,0.043752156891233,0.07092585015717598
228,0.04365817359445091,0.0707887825160468
229,0.04356470939020086,0.07065234031649795
230,0.04347175939874059,0.07051651962770336
231,0.04337931874032782,0.07038131651883703
232,0.043287382535220284,0.0702467270590729
233,0.04319594575252667,0.07011274731866185
234,0.04310500346833212,0.06997937349108038
235,0.04301455131930682,0.06984660187323935
236,0.042924584957366035,0.06971442876371921
237,0.042835100034425,0.06958285046110041
238,0.04274609220239896,0.0694518632639634
239,0.042657557113203175,0.06932146347088865
240,0.042569490418752874,0.06919164738045659
241,0.042481887770963324,0.0690624112912477
242,0.04239474479452225,0.06893375152212099
243,0.042308057407439266,0.06880566453975026
244,0.042221821782140276,0.06867814687392819
245,0.042136034092743316,0.06855119505462091
246,0.042050690513366414,0.0684248056117946
247,0.04196578721812761,0.06829897507541541
248,0.04188132038114494,0.06817369997544948
249,0.04179728617653645,0.06804897684186298
250,0.04171368077842016,0.06792480220462206
251,0.0416305003170382,0.06780117259888735
252,0.0415477411918186,0.06767808468985168
253,0.04146539999546116,0.06755553520609654
254,0.041383473320719726,0.06743352087621633
255,0.04130195776034818,0.06731203842880548
256,0.04122084990710038,0.06719108459245841
257,0.04114014635373018,0.06707065609576954
258,0.04105984369299147,0.06695074966733328
259,0.04097993851656449,0.0668313620354492
260,0.040900427278045624,0.06671248991144224
261,0.04082130676497562,0.06659413017072173
262,0.04074257399056733,0.06647627976621459
263,0.040664225968033596,0.06635893565084768
264,0.04058625971058728,0.06624209477754789
265,0.04050867223144124,0.06612575409924214
266,0.04043146054380831,0.06600991056885729
267,0.040354621660901355,0.06589456113932023
268,0.04027815259593322,0.06577970276355787
269,0.040202050362116756,0.06566533239449708
270,0.040126311972664815,0.06555144698506477
271,0.04005093438728255,0.06543804352867436
272,0.0399759147943557,0.0653251191923774
273,0.03990125059184175,0.06521267118924562
274,0.03982693917811806,0.06510069673234302
275,0.03975297795156203,0.06498919303473358
276,0.03967936431055104,0.06487815730948131
277,0.03960609565346247,0.06476758676965023
278,0.03953316937867371,0.06465747862830436
279,0.03946058288456214,0.06454783009850767
280,0.03938833356950515,0.0644386383933242
281,0.03931641883188012,0.06432990072581794
282,0.03924483602838269,0.0642216143207113
283,0.039173582645592474,0.06411377654659564
284,0.0391026563919429,0.06400638485807371
285,0.039032054980084545,0.06389943671056957
286,0.03896177612266797,0.06379292955950733
287,0.038891817532343734,0.06368686086031108
288,0.03882217692176241,0.06358122806840492
289,0.03875285200357455,0.06347602863921294
290,0.03868384049043073,0.06337126002815921
291,0.038615140094981515,0.06326691969066785
292,0.03854674852987746,0.06316300508216294
293,0.038478663469083595,0.06305951362734702
294,0.038410882613007014,0.06295644275850308
295,0.038343403894409024,0.06285379007771623
296,0.03827622525893382,0.06275155319680362
297,0.038209344652225606,0.06264972972758245
298,0.03814276001992857,0.0625483172818699
299,0.03807646930768692,0.06244731347148313
300,0.038010470461144856,0.062346715908239335
301,0.03794476142594656,0.0622465222039557
302,0.03787934014773626,0.06214672997044939
303,0.037814204572158124,0.0620473368195376
304,0.03774935263317852,0.06194834035020487
305,0.03768478230080759,0.061849738160161684
306,0.03762049171500122,0.061751527975443386
307,0.037556479031173255,0.06165370753550954
308,0.037492742404737565,0.06155627457981971
309,0.03742927999110801,0.06145922684783345
310,0.037366089945698455,0.06136256207901031
311,0.03730317042392274,0.06126627801280985
312,0.037240519581194745,0.06117037238869164
313,0.03717813557292832,0.06107484294611523
314,0.037116016554537314,0.060979687424540185
315,0.037054160715148804,0.060884903615731
316,0.036992566562195996,0.06079048979316398
317,0.036931232480648064,0.060696444018029136
318,0.03687015679641127,0.06060276425777463
319,0.03680933783539187,0.06050944847984865
320,0.03674877392349612,0.06041649465169934
321,0.03668846341581249,0.06032390079674293
322,0.03662840478774586,0.060231665169148206
323,0.03656859643309464,0.06013978586657248
324,0.036509036732578055,0.06004826096158869
325,0.03644972406691533,0.059957088526769765
326,0.03639065681682568,0.05986626663468866
327,0.03633183340678477,0.0597757933131875
328,0.036273252345997306,0.05968566650349272
329,0.036214912067109535,0.05959588422509395
330,0.03615681099882053,0.05950644450151587
331,0.036098947569829384,0.05941734535628317
332,0.036041320208835166,0.05932858481292055
333,0.03598392746959282,0.05924016099057647
334,0.0359267679981181,0.059152072078946516
335,0.035869840312869494,0.059064316170189805
336,0.035813142931721755,0.05897689135601906
337,0.03575667437254962,0.05888979572814703
338,0.03570043314413505,0.05880302736726239
339,0.035644417110924566,0.05871658359558405
340,0.03558862543439136,0.05863046338166392
341,0.0355330578972861,0.05854466644827285
342,0.03547771177450422,0.058459189317939024
343,0.03542258624625822,0.05837403094454191
344,0.03536768070767723,0.05828919054468898
345,0.03531299241779561,0.05820466456844579
346,0.035258521041475255,0.05812045258176153
347,0.03520426620915976,0.058036554093010916
348,0.03515022637258147,0.0579529670666887
349,0.03509640004313063,0.05786968956663703
350,0.035042785744218465,0.05778671967296641
351,0.034989381999256206,0.057704055465787316
352,0.03493618733165508,0.05762169502521023
353,0.03488320026482631,0.057539636431345645
354,0.03483041932218113,0.057457877764304034
355,0.034777843027130766,0.05737641710419589
356,0.03472546990308645,0.057295252531131685
357,0.0346732988396278,0.05721438257612325
358,0.034621329586036864,0.057133806828823526
359,0.03456956102188747,0.057053523807923154
360,0.034517991959226085,0.05697353194895928
361,0.034466621210099205,0.05689382968746907
362,0.0344154475865533,0.05681441545898965
363,0.034364469900634846,0.0567352876990582
364,0.034313686964390334,0.05665644484321186
365,0.03426309758986624,0.05657788532698779
366,0.03421270058910903,0.05649960758592314
367,0.03416249485615263,0.05642161014296029
368,0.03411247960602398,0.05634389186324629
369,0.0340626537847512,0.05626645132515356
370,0.03401301629765678,0.05618928706365904
371,0.0339635660500632,0.05611239761373968
372,0.03391430194729293,0.056035781510372404
373,0.033865222894668486,0.055959437288534156
374,0.033816327797512334,0.05588336348320188
375,0.03376761556114696,0.05580755862935251
376,0.03371908509089485,0.05573202126196298
377,0.03367073533750287,0.05565674996682549
378,0.03362256555023794,0.055581743663680086
379,0.03357457477160811,0.0555070010409702
380,0.03352676198767524,0.05543252072399414
381,0.03347912618450123,0.055358301338050246
382,0.03343166634814794,0.055284341508436835
383,0.03338438146467724,0.05521063986045222
384,0.033337270520151,0.05513719501939475
385,0.033290332500631105,0.05506400561056272
386,0.03324356639217941,0.05499107025925447
387,0.0331969711850063,0.05491838759659345
388,0.03315054595791472,0.0548459563678127
389,0.03310428984461234,0.05477377537406707
390,0.03305820197466197,0.054701843408313106
391,0.03301228147762642,0.05463015926350732
392,0.03296652748306852,0.05455872173260624
393,0.032920939120551065,0.0544875296085664
394,0.03287551551963689,0.05441658168434433
395,0.0328302558098888,0.05434587675289655
396,0.03278515912086961,0.0542754136071796
397,0.03274022458214214,0.054205191040149994
398,0.0326954513232692,0.05413520784476427
399,0.032650838473813615,0.054065462813978955
400,0.0326063851633382,0.05399595474075058
401,0.032562090521405754,0.053926682418035665
402,0.032517953677579106,0.05385764463879074
403,0.03247397383986129,0.05378884033207586
404,0.032430150333609145,0.05372026868198385
405,0.03238648238118678,0.0536519287340655
406,0.03234296920214042,0.053583819529420526
407,0.03229960995707904,0.05351593989542988
408,0.032256403721409595,0.05344828835971188
409,0.03221334959964758,0.05338086356073235
410,0.03217044669673179,0.05331366413818229
411,0.03212769421038924,0.053246688965381775
412,0.03208509140179246,0.05317993704951837
413,0.0320426374960402,0.0531134072963827
414,0.032000331718441036,0.05304709861272135
415,0.03195817331794485,0.05298100997818027
416,0.03191616158495468,0.052915140464916445
417,0.03187429581365128,0.05284948914624601
418,0.03183257529428005,0.052784055084805895
419,0.03179099924813512,0.052718837148344244
420,0.03174956690237924,0.05265383420331612
421,0.031708277499339604,0.052589045155182076
422,0.031667130284871205,0.052524468917335934
423,0.03162612453785155,0.052460104474863295
424,0.03158525952971031,0.05239595079155171
425,0.031544534549787694,0.05233200687201555
426,0.031503948917078195,0.05226827178880166
427,0.031463501932935754,0.05220474457208431
428,0.031423192898308965,0.05214142422937349
429,0.031383021114181245,0.0520783097711988
430,0.031342985888023485,0.052015400218499735
431,0.03130308653695374,0.051952694602714226
432,0.03126332231694311,0.0518901918704513
433,0.031223692166574016,0.0518278905185174
434,0.031184195882551873,0.05176579025896105
435,0.03114483304601011,0.051703890498153396
436,0.03110560238236169,0.05164218942971577
437,0.031066503803651464,0.05158068692899579
438,0.031027536436798876,0.051519381756771974
439,0.030988699405515897,0.051458272669270264
440,0.030949992688818526,0.051397359636220115
441,0.0309114157748351,0.05133664192347674
442,0.030872967905650753,0.05127611845137018
443,0.030834648368862103,0.051215788207051964
444,0.03079645645206577,0.05115565017767364
445,0.030758391442858378,0.05109570335038674
446,0.030720452628836548,0.0510359467123428
447,0.030682639297596896,0.05097637925069338
448,0.030644950736736048,0.050916999952590004
449,0.030607386233850623,0.050857807805184216
450,0.030569945076537243,0.050798801795627554
451,0.03053262655239253,0.05073998091107156
452,0.03049543012772728,0.05068134438711153
453,0.03045835566795377,0.05062289201416311
454,0.030421402613052657,0.05056462299121811
455,0.030384570371716397,0.05050653647377233
456,0.03034785835263745,0.05044863161732155
457,0.030311265964508272,0.05039090757736156
458,0.030274792616021326,0.050333363509388135
459,0.03023843771586907,0.05027599856889708
460,0.030202200672743956,0.05021881191138416
461,0.030166080895338447,0.05016180269234518
462,0.030130077792345004,0.05010497006727591
463,0.030094190773349804,0.05004831319281538
464,0.03005841939586752,0.04999183141482821
465,0.030022763206076414,0.04993552406467785
466,0.029987221654338248,0.04987939035116219
467,0.029951794191014784,0.04982342948307912
468,0.029916480266467777,0.04976764066922653
469,0.02988127933105899,0.04971202311840231
470,0.029846190835150183,0.04965657603940434
471,0.029811214229103114,0.04960129864103053
472,0.02977634896327954,0.04954619013207875
473,0.02974159448804123,0.04949124972134689
474,0.02970695025374993,0.049436476617632855
475,0.029672415735439453,0.04938187006228065
476,0.029637990562530386,0.04932742950029367
477,0.029603674251511166,0.04927315422770082
478,0.02956946628981662,0.049219043502204955
479,0.02953536616488158,0.0491650965815089
480,0.029501373364140875,0.049111312723315495
481,0.029467487375029335,0.04905769118532759
482,0.02943370768498179,0.049004231225248
483,0.029400033781433074,0.04895093210077959
484,0.029366465151818007,0.04889779306962519
485,0.029333001283571428,0.04884481338948763
486,0.029299641664128163,0.048791992318069764
487,0.029266385878357098,0.048739329247364724
