"N1","N2","M1","M2","γ1","γ2","μ1","μ2","a1","a2","u1","u2","κ","βvh","βhv","τ"
8000000,20000000,6.e7,160000000,0.07142857142857142,0.07142857142857142,0.0476190476190476,0.0666666666666667,0.12,0.18,0.15,0.3,0.44,0.5,0.1,10.
