0, 0, 0, 0, -1.50658e-09
0, 0, 0, 0.0454545, -7.29554e-10
0, 0, 0, 0.0909091, -7.11206e-11
0, 0, 0, 0.136364, -7.54971e-13
0, 0, 0, 0.181818, -6.90504e-15
0, 0, 0, 0.227273, -5.18708e-17
0, 0, 0, 0.272727, -3.81926e-19
0, 0, 0, 0.318182, -1.13434e-21
0, 0, 0, 0.363636, 9.07149e-22
0, 0, 0, 0.409091, 4.59643e-22
0, 0, 0, 0.454545, 2.08286e-22
0, 0, 0, 0.5, 8.25823e-23
0, 0, 0.0454545, 0, -6.46605e-10
0, 0, 0.0454545, 0.0454545, -6.0982e-10
0, 0, 0.0454545, 0.0909091, -7.15021e-11
0, 0, 0.0454545, 0.136364, -8.00943e-13
0, 0, 0.0454545, 0.181818, -7.67634e-15
0, 0, 0.0454545, 0.227273, -5.96042e-17
0, 0, 0.0454545, 0.272727, -4.50333e-19
0, 0, 0.0454545, 0.318182, -1.74093e-21
0, 0, 0.0454545, 0.363636, 7.8574e-22
0, 0, 0.0454545, 0.409091, 3.98928e-22
0, 0, 0.0454545, 0.454545, 1.69573e-22
0, 0, 0.0454545, 0.5, 6.26397e-23
0, 0, 0.0909091, 0, -2.57812e-11
0, 0, 0.0909091, 0.0454545, -2.75007e-11
0, 0, 0.0909091, 0.0909091, -1.73492e-11
0, 0, 0.0909091, 0.136364, -4.28894e-13
0, 0, 0.0909091, 0.181818, -2.85789e-15
0, 0, 0.0909091, 0.227273, -1.88584e-17
0, 0, 0.0909091, 0.272727, -1.30384e-19
0, 0, 0.0909091, 0.318182, -1.26497e-22
0, 0, 0.0909091, 0.363636, 1.94988e-22
0, 0, 0.0909091, 0.409091, 6.81119e-23
0, 0, 0.0909091, 0.454545, 2.18062e-23
0, 0, 0.0909091, 0.5, 6.59611e-24
0, 0, 0.136364, 0, -2.68554e-13
0, 0, 0.136364, 0.0454545, -2.81933e-13
0, 0, 0.136364, 0.0909091, -3.17017e-13
0, 0, 0.136364, 0.136364, -8.40461e-15
0, 0, 0.136364, 0.181818, -5.75045e-17
0, 0, 0.136364, 0.227273, -3.53078e-19
